수집일자,구분,본부명,지사명,저수율(%),변화율(%),평년대비(%),관심(개소),주의(개소),경계(개소),심각(개소),총개소,평년저수량(톤),현재저수량(톤),부족저수량(톤),총유역면적(m²),필요강수량(mm),3일예상강수량(mm),예상보충수량(톤),예상저수량(3일후)(톤),예상저수율(3일후)(%),예상평년대비(3일후)(%),해갈상태,예상강수량(1주)(mm),예상보충수량(1주)(톤),예상저수량(1주후)(톤),예상저수율(1주후)(%),예상평년대비(1주후)(%),해갈상태(1주)
2026-08-07,지사,경남,거창.함양,43.8,-1.8,68.4,8,6,8,3,25,22200196,15184934,7015262,43336000,270,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,합천,36,-0.9,48.7,5,5,9,8,27,14453815,7039008,7414807,24441000,506,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,경남,하동.남해,32.8,-1,47.7,8,4,4,9,25,34702606,16553143,18149463,63083625,480,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,본부,제주,-,51.7,0.2,88.8,8,0,0,2,10,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-07,지사,제주,제주본부직할,51.7,0.2,88.8,8,0,0,2,10,2222285,1973389,248896,4771250,87,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,전국,전국,-,49.1,-0.9,73.1,1189,212,185,285,1871,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,경기,-,64.1,-1.7,88.5,94,3,0,0,97,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,여주.이천,66.7,-1.4,89.7,6,0,0,0,6,4671974,4190761,481213,7853750,102,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,양평.광주.서울,65.2,-1,81.3,8,0,0,0,8,4699051,3820329,878722,7324250,200,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,화성.수원,63.5,-1.2,82.6,20,0,0,0,20,15402748,12722670,2680078,25044625,178,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,연천.포천.가평,75.1,-1.3,92.7,11,0,0,0,11,7984985,7402081,582904,12320375,79,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,파주,70.8,-1.7,90.7,11,1,0,0,12,10906947,9892601,1014346,17465750,97,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,강화.옹진,65.6,-2.9,91.2,16,1,0,0,17,21048896,19196594,1852302,36578875,84,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,김포,67.9,-10.6,86.6,1,0,0,0,1,58021,50246,7775,92500,140,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,평택,60,-2.3,86.4,5,0,0,0,5,23743056,20514000,3229056,42737500,126,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경기,안성,61.6,-0.9,90.6,16,1,0,0,17,30643892,27763366,2880526,56338000,85,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,강원,-,73.5,0.1,96.6,71,5,1,0,77,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,강원,홍천.춘천,68.5,-1.2,87.2,27,2,0,0,29,23026998,20079542,2947456,36641500,134,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,강원,원주,65.5,-1.5,82,15,1,0,0,16,9595031,7867926,1727105,15015125,192,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,강원,강릉,73.1,2.2,104.7,13,1,0,0,14,19694131,20619756,0,35259500,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,강원,속초.고성.양양,74.9,3.8,102.2,9,0,0,0,9,12139077,12406136,0,20704500,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,강원,철원.화천,80,-1.8,101.3,7,1,1,0,9,27693583,28053600,0,43833750,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,충북,-,66.6,-1.4,93.7,132,4,1,1,138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,청주,70.6,-0.2,90.4,16,0,1,0,17,22734840,20552295,2182545,36388625,100,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,보은,64.9,-1.8,111.8,13,1,0,0,14,20963362,23437038,0,45140675,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,옥천.영동,61.5,-1.4,83.2,28,2,0,1,31,16147631,13434829,2712802,27306563,166,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,진천,59.5,-1.6,94.8,9,0,0,0,9,22260626,21103073,1157553,44334188,44,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,괴산.증평,64,-1.6,84.2,20,0,0,0,20,20227534,17031584,3195950,33264813,160,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,음성,72.7,-1.4,93.9,21,1,0,0,22,24555939,23058026,1497913,39645850,63,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충북,충주.제천.단양,73.6,-1.3,95.2,25,0,0,0,25,21079365,20067555,1011810,34082125,49,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,충남,-,58.2,-0.8,87.7,181,6,1,1,189,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,천안,68.1,-1.8,89.5,19,0,0,0,19,8747236,7828776,918460,14370000,107,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,공주,65.4,-1.6,99.9,12,0,0,0,12,13762968,13749206,13762,26279063,1,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,보령,57,-2.2,82.4,19,0,0,0,19,20513083,16902780,3610303,37067500,162,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,아산,65.7,-0.8,82.1,18,0,0,0,18,20636842,16942847,3693995,32235250,191,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,서산.태안,55.3,-1.9,74,28,3,1,0,32,28754752,21278516,7476236,48097913,259,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,논산,52,-0.6,80.7,10,0,0,0,10,24635113,19880536,4754577,47789750,166,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,세종.대전.금산,79,11.7,107,12,0,0,0,12,11224719,12010449,0,19003875,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,부여,66.2,-1.3,90.9,10,0,0,0,10,11832613,10755845,1076768,20309375,88,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,서천,52.3,-2.2,82.8,8,0,0,0,8,19617806,16243543,3374263,38823000,145,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,청양,73.1,-1.7,105.5,17,0,0,1,18,17074705,18013814,0,30803375,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,홍성,58.8,-2.3,83.9,9,1,0,0,10,7531937,6319295,1212642,13433875,150,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,예산,51.4,-1,92.1,13,0,0,0,13,58948656,54291713,4656943,132032375,59,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,충남,당진,56.6,0.4,70.3,6,2,0,0,8,4394752,3089511,1305241,6823125,319,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,전북,-,41.9,-1.4,65.5,124,37,23,19,203,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,남원,42.3,-1.5,63.4,10,5,0,4,19,31485411,19961751,11523660,58988625,326,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,순창,39.2,-9.4,65.4,14,7,4,4,29,13001933,8503264,4498669,27115000,277,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,동진,51.3,-0.6,73,5,2,0,0,7,15753246,11499870,4253376,28021125,253,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,부안,47.4,1,69.6,7,3,1,0,11,20090790,13983190,6107600,36875500,276,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,군산,52,-0.3,77.6,9,1,0,0,10,15802371,12262640,3539731,29477500,200,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,익산,49.1,-1.9,73.1,9,0,0,0,9,4139983,3026328,1113655,7704500,241,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,전주.완주.임실,39.8,-1.4,63.8,21,7,4,5,37,81053636,51712220,29341416,162412750,301,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,고창,38.6,-1.1,57,14,6,5,4,29,20775204,11841866,8933338,38348013,388,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,정읍,34.7,-1.2,58.4,5,2,6,0,13,21961357,12825432,9135925,46201125,330,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전북,무진장,42.4,-0.9,68.8,30,4,3,2,39,35049165,24113826,10935339,71090288,256,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,전남,-,42.8,-0.8,67,294,78,66,68,506,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,광주,34.8,-1.2,55.3,8,1,1,3,13,3071525,1698553,1372972,6101125,375,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,순천.광양.여수,48.2,-1.7,60.5,19,6,3,0,28,14990359,9069167,5921192,23519625,420,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,나주,51.4,-0.4,90.5,31,3,4,3,41,68432938,61931809,6501129,150612375,72,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,담양,46.4,-1,74,9,2,2,2,15,61320597,45377242,15943355,122244725,217,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,곡성,31.5,-0.9,53.5,8,4,4,11,27,10328267,5525623,4802644,21927075,365,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,구례,42.3,-1.5,55.7,4,3,4,5,16,11071361,6166748,4904613,18223250,449,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,고흥,38.3,-1.6,53.8,13,7,11,6,37,16904894,9094833,7810061,29682875,439,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,보성,48.9,-1.3,61.7,12,5,4,3,24,18985683,11714166,7271517,29944188,405,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,화순,34.2,-1.1,53.2,8,3,4,8,23,19577571,10415268,9162303,38067500,401,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,장흥,43.8,-1.3,63.4,12,6,2,5,25,15649104,9921532,5727572,28314875,337,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,강진,49.4,-1.1,73.5,15,5,2,1,23,20879263,15346258,5533005,38831625,237,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,해남.완도,44.7,-1.4,65.6,34,8,9,7,58,26635204,17472694,9162510,48861000,313,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,영암,44.5,-1.5,71.4,24,5,3,4,36,11255247,8036246,3219001,22573725,238,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,목포.무안.신안,44.5,-0.9,67,39,6,3,2,50,10823683,7251867,3571816,20370414,292,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,함평,43.2,0,69.5,12,4,2,1,19,9916482,6891955,3024527,19942000,253,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,영광,34.1,0.5,54.1,14,4,2,4,24,18029887,9754169,8275718,35755750,386,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,장성,33.4,-0.1,54.6,20,3,3,0,26,75177650,41046997,34130653,153619000,370,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,전남,진도,45.6,-1.8,67.6,12,3,3,3,21,8892405,6011266,2881139,16478250,291,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,경북,-,45.5,-0.5,67.8,196,34,38,65,333,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,포항.울릉,32,-0.3,47.6,12,5,9,6,32,27512067,13095744,14416323,51155250,470,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,경주,24.8,-0.2,36.8,12,5,8,22,47,31407515,11557966,19849549,58255875,568,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,안동,50.2,-0.7,80.7,10,0,2,0,12,5618419,4534064,1084355,11290000,160,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,구미.김천,58.9,-1,78.4,13,1,0,0,14,14782961,11589841,3193120,24596438,216,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,영주.봉화,71.8,-0.8,108.1,11,0,0,0,11,18010236,19469065,0,33894613,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,영천,44.5,-0.6,62.1,14,5,2,11,32,15064576,9355102,5709474,26278375,362,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,상주,53.3,-1.6,78.7,17,2,0,0,19,20388842,16046018,4342824,37631375,192,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,문경,58.8,-2.3,81,6,0,0,0,6,25604206,20739407,4864799,44088875,184,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,경산.청도,41.5,-0.7,59.5,20,4,4,5,33,24772187,14739451,10032736,44395938,377,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,의성.군위,40.8,-0.6,73.2,21,0,3,6,30,17151612,12554980,4596632,38465013,199,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,청송.영양,44.6,3.9,73,9,3,4,3,19,12556183,9166014,3390169,25689500,220,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,영덕.울진,49,2.4,78.1,20,4,1,3,28,16567647,12939332,3628315,33008500,183,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,고령,39.6,-1.6,70,1,0,1,5,7,4510440,3157308,1353132,9966250,226,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,성주,42,-1.3,64.9,5,1,0,0,6,23532878,15272838,8260040,45454875,303,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,칠곡,41,-1.3,50.6,8,3,3,3,17,8229381,4164067,4065314,12695325,534,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,예천,69.9,-0.9,102.8,9,1,0,0,10,5762527,5923878,0,10593488,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경북,달성,47.7,-1.4,67.2,8,0,1,1,10,15145176,10177558,4967618,26670750,310,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,경남,-,34.6,-1.1,48.4,88,45,55,130,318,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,김해.양산.부산,29.8,-0.4,47.1,1,0,3,1,5,2007482,945524,1061958,3966125,446,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,고성.통영.거제,41.2,-0.9,52.1,11,3,7,10,31,16981438,8847329,8134109,26842625,505,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,울산,35.4,-0.9,45.2,9,5,2,15,31,10804464,4883618,5920846,17244413,572,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,진주.산청,32.8,-1,44.4,23,5,8,21,57,28513313,12659911,15853402,48246613,548,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,의령,29.3,-1,40,2,3,4,10,19,11861373,4744549,7116824,20241250,586,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,함안,28.2,-1.8,42.2,2,0,1,7,10,4023779,1698035,2325744,7526750,515,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,창녕,31.3,-2.5,44.1,5,1,5,9,20,8214937,3622787,4592150,14468000,529,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,밀양,25.7,-0.7,34.6,3,3,1,22,29,12001826,4152632,7849194,20197625,648,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,창원,27.1,-0.2,40,3,0,2,8,13,9791772,3916709,5875063,18066000,542,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,사천,42.6,-1.3,56.6,11,8,1,6,26,15694638,8883165,6811473,26065625,436,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,거창.함양,42.7,-1.6,66.7,6,7,9,3,25,22194269,14803578,7390691,43336000,284,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,합천,35.7,-0.7,48.6,4,6,9,8,27,14362859,6980350,7382509,24441000,503,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,경남,하동.남해,32.3,-0.8,47.2,8,4,3,10,25,34535612,16300809,18234803,63083625,482,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,본부,제주,-,52,0.5,89.5,9,0,0,1,10,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-08,지사,제주,제주본부직할,52,0.5,89.5,9,0,0,1,10,2217698,1984840,232858,4771250,81,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,전국,전국,-,48.8,-0.5,72.9,1184,208,188,291,1871,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,경기,-,63.2,-1.4,87.7,95,2,0,0,97,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,여주.이천,65.7,-1.5,88.7,6,0,0,0,6,4653812,4127931,525881,7853750,112,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,양평.광주.서울,64.3,-1.2,80.5,7,1,0,0,8,4680241,3767594,912647,7324250,208,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,화성.수원,62.5,-1.5,81.7,20,0,0,0,20,15327188,12522313,2804875,25044625,187,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,연천.포천.가평,74.3,-1.2,91.9,11,0,0,0,11,7968695,7323231,645464,12320375,87,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,파주,69.7,-1.7,89.5,11,1,0,0,12,10881455,9738902,1142553,17465750,109,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,강화.옹진,64.8,-1.3,90.6,17,0,0,0,17,20929899,18962489,1967410,36578875,90,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,김포,66.1,-5.2,84.7,1,0,0,0,1,57750,48914,8836,92500,159,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,평택,58.8,-2,85.5,5,0,0,0,5,23513123,20103720,3409403,42737500,133,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,경기,안성,61,-0.9,90,17,0,0,0,17,30547716,27492944,3054772,56338000,90,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,강원,-,73.3,0.2,96.5,73,3,1,0,77,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,강원,홍천.춘천,67.7,-1.3,86.3,27,1,1,0,29,22995407,19845036,3150371,36641500,143,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,강원,원주,64.5,-1.6,81,16,0,0,0,16,9565191,7747805,1817386,15015125,202,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,강원,강릉,75.1,3.7,107.7,14,0,0,0,14,19669366,21183908,0,35259500,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,강원,속초.고성.양양,75.1,2.4,102.4,9,0,0,0,9,12147718,12439264,0,20704500,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,강원,철원.화천,78.7,-1.9,100,7,2,0,0,9,27597729,27597729,0,43833750,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,충북,-,65.8,-1.1,93,128,8,1,1,138,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,청주,70.4,0,90.4,16,0,1,0,17,22670435,20494074,2176361,36388625,100,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,보은,63.7,-1.7,111.3,12,2,0,0,14,20668183,23003688,0,45140675,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,옥천.영동,60.6,-1.3,82.2,26,4,0,1,31,16104892,13238222,2866670,27306563,175,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,진천,58.7,-1.2,94.1,9,0,0,0,9,22124691,20819334,1305357,44334188,49,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,괴산.증평,62.8,-1.5,83,19,1,0,0,20,20135231,16712242,3422989,33264813,172,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,음성,71.7,-1.2,92.9,21,1,0,0,22,24478859,22740860,1737999,39645850,73,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충북,충주.제천.단양,72.8,-1,94.5,25,0,0,0,25,21004687,19849430,1155257,34082125,56,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,충남,-,57.4,-0.7,87.1,177,10,1,1,189,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,천안,67.3,-1.2,88.8,19,0,0,0,19,8712622,7736808,975814,14370000,113,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,공주,64.6,-1.2,99,12,0,0,0,12,13718202,13581019,137183,26279063,9,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,보령,55.5,-2.2,80.7,16,3,0,0,19,20394015,16457970,3936045,37067500,177,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,아산,64.7,-1.2,81.4,18,0,0,0,18,20497500,16684965,3812535,32235250,197,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,서산.태안,54,-1.9,72.5,28,3,1,0,32,28659722,20778298,7881424,48097913,273,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,논산,51.9,-0.1,81.2,10,0,0,0,10,24436335,19842304,4594031,47789750,160,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,세종.대전.금산,78.5,7.4,106.7,12,0,0,0,12,11185036,11934434,0,19003875,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,부여,65.3,-1.2,90.2,10,0,0,0,10,11762325,10609618,1152707,20309375,95,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,서천,51,-2.1,81,8,0,0,0,8,19555289,15839784,3715505,38823000,160,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,청양,71.9,-1.7,104.4,17,0,0,1,18,16971361,17718101,0,30803375,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,홍성,57.5,-1.9,82.9,8,2,0,0,10,7454261,6179582,1274679,13433875,158,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,예산,51.2,-0.3,92.3,13,0,0,0,13,58592049,54080461,4511588,132032375,57,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,충남,당진,57.1,0.8,71.1,6,2,0,0,8,4383690,3116804,1266886,6823125,309,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,전북,-,41.8,-0.4,65.6,123,37,25,18,203,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,남원,41.3,-1.4,61.9,10,5,0,4,19,31486012,19489842,11996170,58988625,339,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,순창,46.2,3.4,77.3,14,7,5,3,29,12964688,10021704,2942984,27115000,181,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,동진,51.2,0.1,73.5,5,2,0,0,7,15615582,11477453,4138129,28021125,246,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,부안,48.2,1.7,71,7,3,1,0,11,20027032,14219193,5807839,36875500,262,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,군산,52.3,0.1,78.6,9,1,0,0,10,15691331,12333386,3357945,29477500,190,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,익산,48.6,-1,72.7,9,0,0,0,9,4120371,2995510,1124861,7704500,243,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,전주.완주.임실,39,-1.2,62.8,20,8,4,5,37,80689137,50672778,30016359,162412750,308,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,고창,38.5,-0.3,57,15,5,5,4,29,20721382,11811188,8910194,38348013,387,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,정읍,34.3,-0.5,58,5,1,7,0,13,21857912,12677589,9180323,46201125,331,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전북,무진장,41.8,-0.9,67.8,29,5,3,2,39,35062820,23772592,11290228,71090288,265,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,본부,전남,-,42.7,-0.4,67,292,74,67,73,506,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,광주,33.4,-2,53.3,8,1,0,4,13,3058575,1630221,1428354,6101125,390,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,순천.광양.여수,47.4,-1.2,60,19,6,3,0,28,14864403,8918642,5945761,23519625,421,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,나주,51.4,-0.2,90,29,5,4,3,41,68813121,61931809,6881312,150612375,76,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,담양,45.8,-0.9,73.1,9,2,2,2,15,61272869,44790467,16482402,122244725,225,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,곡성,30.7,-1,52.7,8,4,4,11,27,10218766,5385290,4833476,21927075,367,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,구례,41.5,-1.3,55.1,4,3,4,5,16,10980252,6050119,4930133,18223250,451,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,고흥,37.5,-1.3,53.1,13,7,9,8,37,16769986,8904863,7865123,29682875,442,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,보성,48.3,-1,61.1,12,5,4,3,24,18936881,11570434,7366447,29944188,410,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,화순,33.7,-0.9,52.7,8,3,4,8,23,19474380,10262998,9211382,38067500,403,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,장흥,42.7,-1.3,62.6,12,5,3,5,25,15451056,9672361,5778695,28314875,340,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,강진,54.3,4.6,81.5,15,4,3,1,23,20697494,16868458,3829036,38831625,164,-,-,-,-,-,-,-,-,-,-,-,-
2026-08-09,지사,전남,해남.완도,43.7,-1.4,64.8,34,8,8,8,58,26360811,17081806,9279005,48861000,317,-,-,-,-,-,-,-,-,-,-,-,-
